input,experiment_ware,cpu_time,Category,Checked answer,Objective function,Wallclock time,Memory,Solver name,Solver version,timeout,success,user_success,missing,consistent_xp,consistent_input,error
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml,Fun-sCOP order+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,cosoco 2,2519.76,COP,UNKNOWN TO,,2520.01,134388.0,cosoco,2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,cosoco 2.0,2519.77,COP,UNKNOWN TO,,2520.01,134388.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,cosoco 2.0,2520.04,COP,UNKNOWN TO,,2520.01,134388.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,AbsCon 2019-07-23,2520.06,COP,UNKNOWN TO,,2506.82,10748324.0,AbsCon,2019-07-23,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,PicatSAT 2019-09-12,2519.71,COP,UNKNOWN TO,,2520.03,12955544.0,PicatSAT,2019-09-12,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,choco-solver 2019-09-24,2520.06,COP,UNKNOWN TO,,2508.04,15264284.0,choco-solver,2019-09-24,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Concrete 3.10,2520.27,COP,UNKNOWN TO,,2462.75,11043580.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Concrete 3.12.2,2520.16,COP,UNKNOWN TO,,2460.66,10849036.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Concrete 3.12.2,2520.26,COP,UNKNOWN TO,,2461.94,11045648.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Concrete 3.12.3,2520.17,COP,UNKNOWN TO,,2464.56,10849036.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,choco-solver 2019-09-20,2520.84,COP,UNKNOWN TO,,679.078,15550540.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,choco-solver 2019-06-14,2521.23,COP,UNKNOWN TO,,677.314,15550532.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,choco-solver 2019-09-16,2521.09,COP,UNKNOWN TO,,682.547,15550540.0,choco-solver,2019-09-16,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,choco-solver 2019-09-20 parallel,18795.9,COP,UNKNOWN TO,,2520.53,28881464.0,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,choco-solver 2019-09-24 parallel,18880.5,COP,UNKNOWN TO,,2520.2,28881464.0,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,choco-solver 2019-09-16 parallel,18865.0,COP,UNKNOWN TO,,2520.26,28881464.0,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,choco-solver 2019-06-14 parallel,18661.2,COP,UNKNOWN TO,,2522.14,28881456.0,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,cosoco 2.O parallel,20109.3,COP,UNKNOWN TO,,2520.03,1242124.0,cosoco,2.O parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,cosoco 2.0 parallel,20109.8,COP,UNKNOWN TO,,2520.03,1242124.0,cosoco,2.0 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,BTD 19.07.01,,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml,Fun-sCOP order+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,cosoco 2,2519.95,COP,UNKNOWN TO,,2520.01,82200.0,cosoco,2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,cosoco 2.0,2519.82,COP,UNKNOWN TO,,2520.01,82200.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,cosoco 2.0,2520.04,COP,UNKNOWN TO,,2519.7,82200.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,AbsCon 2019-07-23,2520.04,COP,UNKNOWN TO,,2514.91,10749348.0,AbsCon,2019-07-23,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,PicatSAT 2019-09-12,65.498,COP,UNKNOWN MO,,65.5053,15879276.0,PicatSAT,2019-09-12,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,choco-solver 2019-09-24,2520.02,COP,UNKNOWN TO,,2515.51,15264284.0,choco-solver,2019-09-24,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Concrete 3.10,2520.06,COP,UNKNOWN TO,,2470.54,10849700.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Concrete 3.12.2,2520.15,COP,UNKNOWN TO,,2482.17,10847572.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Concrete 3.12.2,2520.32,COP,UNKNOWN TO,,2466.57,11045648.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Concrete 3.12.3,2520.12,COP,UNKNOWN TO,,2481.18,10846988.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,choco-solver 2019-09-20,2520.37,COP,UNKNOWN TO,,637.202,15530540.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,choco-solver 2019-06-14,2520.45,COP,UNKNOWN TO,,636.693,15530532.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,choco-solver 2019-09-16,2520.7,COP,UNKNOWN TO,,636.114,15530540.0,choco-solver,2019-09-16,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,choco-solver 2019-09-20 parallel,20032.2,COP,UNKNOWN TO,,2520.12,28881312.0,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,choco-solver 2019-09-24 parallel,19967.8,COP,UNKNOWN TO,,2520.13,28879416.0,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,choco-solver 2019-09-16 parallel,19912.6,COP,UNKNOWN TO,,2520.13,28879416.0,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,choco-solver 2019-06-14 parallel,19872.8,COP,UNKNOWN TO,,2520.14,28881456.0,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,cosoco 2.O parallel,20109.3,COP,UNKNOWN TO,,2520.03,1054648.0,cosoco,2.O parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,cosoco 2.0 parallel,20113.6,COP,UNKNOWN TO,,2520.03,1054656.0,cosoco,2.0 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,BTD 19.07.01,,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml,Fun-sCOP order+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,cosoco 2,2520.04,COP,UNKNOWN TO,,2519.7,27756.0,cosoco,2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,cosoco 2.0,2520.03,COP,UNKNOWN TO,,2519.9,27756.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,cosoco 2.0,2520.05,COP,UNKNOWN TO,,2520.01,27756.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,AbsCon 2019-07-23,5.32455,COP,OPT,3,3.38458,10746276.0,AbsCon,2019-07-23,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,PicatSAT 2019-09-12,43.3931,COP,OPT,3,43.3991,2154516.0,PicatSAT,2019-09-12,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,choco-solver 2019-09-24,409.274,COP,OPT,3,405.325,15264284.0,choco-solver,2019-09-24,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Concrete 3.10,1734.04,COP,OPT,3,1698.02,10849588.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Concrete 3.12.2,2520.06,COP,SAT TO,3,2490.03,10849604.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Concrete 3.12.2,2520.07,COP,SAT TO,3,2473.43,10849652.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Concrete 3.12.3,2306.09,COP,OPT,3,2265.03,10912524.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,choco-solver 2019-09-20,19.7459,COP,OPT,3,5.28227,15664696.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,choco-solver 2019-06-14,21.7435,COP,OPT,3,5.77525,15730224.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,choco-solver 2019-09-16,27.7545,COP,OPT,3,7.31061,15598960.0,choco-solver,2019-09-16,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,choco-solver 2019-09-20 parallel,27.3343,COP,OPT,3,3.98331,28950236.0,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,choco-solver 2019-09-24 parallel,48.0747,COP,OPT,3,6.61174,28884640.0,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,choco-solver 2019-09-16 parallel,39.1828,COP,OPT,3,5.45474,28882492.0,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,choco-solver 2019-06-14 parallel,24.0206,COP,OPT,3,3.57738,28884612.0,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,cosoco 2.O parallel,37.8803,COP,OPT,3,4.7666,621160.0,cosoco,2.O parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,cosoco 2.0 parallel,55.9197,COP,OPT,3,7.02732,621028.0,cosoco,2.0 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,BTD 19.07.01,,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml,Fun-sCOP order+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,cosoco 2,2519.81,COP,UNKNOWN TO,,2520.01,28024.0,cosoco,2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,cosoco 2.0,2519.89,COP,UNKNOWN TO,,2520.01,28024.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,cosoco 2.0,2520.07,COP,UNKNOWN TO,,2520.01,28024.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,AbsCon 2019-07-23,6.11337,COP,OPT,2,4.09168,10746276.0,AbsCon,2019-07-23,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,PicatSAT 2019-09-12,91.646,COP,OPT,2,91.6703,2207360.0,PicatSAT,2019-09-12,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,choco-solver 2019-09-24,2520.13,COP,SAT TO,2,2504.64,15264284.0,choco-solver,2019-09-24,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,Concrete 3.10,2520.09,COP,SAT TO,2,2474.73,10849724.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,Concrete 3.12.2,2520.09,COP,UNKNOWN TO,,2473.15,10851900.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,Concrete 3.12.2,2520.12,COP,UNKNOWN TO,,2492.83,10849680.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,Concrete 3.12.3,2520.15,COP,SAT TO,2,2474.33,10846988.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,choco-solver 2019-09-20,70.0699,COP,OPT,2,17.9397,15532748.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,choco-solver 2019-06-14,71.8646,COP,OPT,2,18.3926,15530532.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,choco-solver 2019-09-16,71.4896,COP,OPT,2,18.2598,15531568.0,choco-solver,2019-09-16,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,choco-solver 2019-09-20 parallel,146.07,COP,OPT,2,18.8718,28881464.0,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,choco-solver 2019-09-24 parallel,133.058,COP,OPT,2,17.2473,28881464.0,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,choco-solver 2019-09-16 parallel,167.722,COP,OPT,2,21.678,28879416.0,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,choco-solver 2019-06-14 parallel,150.894,COP,OPT,2,19.5222,28883312.0,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,cosoco 2.O parallel,162.721,COP,OPT,2,20.3971,622608.0,cosoco,2.O parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,cosoco 2.0 parallel,51.495,COP,OPT,2,6.47248,622608.0,cosoco,2.0 parallel,1200.0,False,False,False,True,True,False
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,BTD 19.07.01,,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
