Category | Instance name                                                                                  | Checked answer | Objective function | CPU time | Wallclock time | Memory   | Solver name  | Solver version                   
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN MO     |                    | 49.6342  | 51.6267        | 31771020 | cosoco       | 2.O parallel                     
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN MO     |                    | 119.782  | 121.49         | 15875180 | cosoco       | 2.0                              
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN MO     |                    | 120.215  | 122.028        | 15875180 | cosoco       | 2.0                              
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN MO     |                    | 140.442  | 142.192        | 15877616 | cosoco       | 2                                
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2519.91  | 2520.05        | 2521640  | BTD          | 19.07.01                         
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.04  | 2495.14        | 10749348 | AbsCon       | 2019-07-23                       
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.05  | 2492.14        | 15264284 | choco-solver | 2019-09-24                       
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.07  | 2519.92        | 3237684  | PicatSAT     | 2019-09-12                       
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.14  | 2376.73        | 10847604 | Concrete     | 3.12.2                           
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.16  | 2365.89        | 10852176 | Concrete     | 3.10                             
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.2   | 2395.32        | 10849636 | Concrete     | 3.12.3                           
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.28  | 2440           | 15142500 | Fun-sCOP     | order+GlueMiniSat (2019-06-15)   
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.42  | 669.61         | 15532580 | choco-solver | 2019-06-14                       
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.44  | 2357.93        | 11043600 | Concrete     | 3.12.2                           
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.44  | 2447.44        | 15142500 | Fun-sCOP     | hybrid+CryptoMiniSat (2019-06-15)
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.66  | 672.954        | 15532588 | choco-solver | 2019-09-16                       
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 2520.74  | 678.491        | 15532588 | choco-solver | 2019-09-20                       
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 4488.1   | 2520.46        | 27443924 | Fun-sCOP     | hybrid+ManyGlucose (2019-06-15)  
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 4525.37  | 2520.47        | 27443924 | Fun-sCOP     | hybrid+ManyGlucose (2019-09-22)  
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 6125.75  | 2520.47        | 27443924 | Fun-sCOP     | order+ManyGlucose (2019-09-22)   
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 6325.04  | 2520.46        | 27443924 | Fun-sCOP     | order+ManyGlucose (2019-06-15)   
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 19271.9  | 2520.17        | 28881464 | choco-solver | 2019-09-24 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 19340.5  | 2520.16        | 28881464 | choco-solver | 2019-09-16 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 19380.1  | 2520.62        | 28881464 | choco-solver | 2019-09-20 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-open/Bibd-sc-85-085-36-36-15.xml                                           | UNKNOWN TO     |                    | 19402.4  | 2520.15        | 28881456 | choco-solver | 2019-06-14 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 21.1751  | 21.177         | 2111800  | PicatSAT     | 2019-09-12                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 38.0618  | 16.2194        | 27443924 | Fun-sCOP     | order+ManyGlucose (2019-09-22)   
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 38.8912  | 16.5401        | 27443924 | Fun-sCOP     | order+ManyGlucose (2019-06-15)   
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 39.2209  | 16.6768        | 27443924 | Fun-sCOP     | hybrid+ManyGlucose (2019-06-15)  
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 40.7927  | 16.6481        | 27443924 | Fun-sCOP     | hybrid+ManyGlucose (2019-09-22)  
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 43.2998  | 22.7808        | 15142500 | Fun-sCOP     | order+GlueMiniSat (2019-06-15)   
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 45.027   | 24.1703        | 15142500 | Fun-sCOP     | hybrid+CryptoMiniSat (2019-06-15)
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 379.265  | 372.656        | 15268140 | choco-solver | 2019-09-24                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 1274.01  | 163.191        | 28881464 | choco-solver | 2019-09-20 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 1367.89  | 174.719        | 28881464 | choco-solver | 2019-09-16 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 1596.31  | 203.66         | 28881464 | choco-solver | 2019-09-24 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 1666.8   | 419.632        | 15532588 | choco-solver | 2019-09-16                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | SAT            |                    | 1680.89  | 423.514        | 15532588 | choco-solver | 2019-09-20                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2519.73  | 2520.01        | 863048   | cosoco       | 2.0                              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2519.75  | 2520.01        | 863048   | cosoco       | 2                                
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2519.89  | 2520.01        | 409980   | BTD          | 19.07.01                         
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2520.08  | 2520.01        | 863048   | cosoco       | 2.0                              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2520.09  | 2463.44        | 10849628 | Concrete     | 3.12.2                           
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2520.1   | 2508.42        | 10748324 | AbsCon       | 2019-07-23                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2520.1   | 2451.93        | 10849592 | Concrete     | 3.12.2                           
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2520.11  | 2450.15        | 10846964 | Concrete     | 3.10                             
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2520.12  | 2467.55        | 10846988 | Concrete     | 3.12.3                           
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 2520.63  | 634.604        | 15532580 | choco-solver | 2019-06-14                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 20036.7  | 2520.22        | 6598624  | cosoco       | 2.0 parallel                     
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 20037.8  | 2520.22        | 6729696  | cosoco       | 2.O parallel                     
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-05-01.xml                                                 | UNKNOWN TO     |                    | 20073.8  | 2520.12        | 28881456 | choco-solver | 2019-06-14 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 137.506  | 35.4933        | 15532580 | choco-solver | 2019-06-14                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 211.421  | 54.0308        | 15532588 | choco-solver | 2019-09-20                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 260.369  | 66.6846        | 15532588 | choco-solver | 2019-09-16                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 294.378  | 40.0692        | 28881456 | choco-solver | 2019-06-14 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 430.111  | 56.6692        | 28881464 | choco-solver | 2019-09-20 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 438.017  | 57.5537        | 28881464 | choco-solver | 2019-09-16 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 446.248  | 58.5785        | 28881464 | choco-solver | 2019-09-24 parallel              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 515.664  | 515.663        | 2139292  | PicatSAT     | 2019-09-12                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 1689.17  | 1667.19        | 15142500 | Fun-sCOP     | hybrid+CryptoMiniSat (2019-06-15)
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 16513.1  | 2153.33        | 27443924 | Fun-sCOP     | order+ManyGlucose (2019-06-15)   
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | SAT            |                    | 16599.1  | 2173.44        | 27443924 | Fun-sCOP     | order+ManyGlucose (2019-09-22)   
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2519.65  | 2520.01        | 635144   | cosoco       | 2.0                              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2519.77  | 2520.01        | 330540   | BTD          | 19.07.01                         
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2519.96  | 2520.01        | 635144   | cosoco       | 2.0                              
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2520.02  | 2520.01        | 635144   | cosoco       | 2                                
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2520.07  | 2464.43        | 10846988 | Concrete     | 3.12.3                           
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2520.09  | 2468.62        | 10846984 | Concrete     | 3.12.2                           
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2520.1   | 2455.84        | 10846964 | Concrete     | 3.10                             
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2520.11  | 2511.83        | 15268484 | choco-solver | 2019-09-24                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2520.11  | 2505.62        | 10748324 | AbsCon       | 2019-07-23                       
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2520.11  | 2465.13        | 10846988 | Concrete     | 3.12.2                           
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 2520.14  | 2499.13        | 15142500 | Fun-sCOP     | order+GlueMiniSat (2019-06-15)   
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 18675.2  | 2520.11        | 27443924 | Fun-sCOP     | hybrid+ManyGlucose (2019-06-15)  
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 18853.6  | 2520.09        | 27443924 | Fun-sCOP     | hybrid+ManyGlucose (2019-09-22)  
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 20046.3  | 2520.1         | 4966144  | cosoco       | 2.0 parallel                     
CSP      | XCSP17/Bibd/Bibd-sc-stab1/Bibd-sc-25-09-03.xml                                                 | UNKNOWN TO     |                    | 20047    | 2520.09        | 4835072  | cosoco       | 2.O parallel                     
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2519.89  | 2520.01        | 429296   | cosoco       | 2.0                              
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2519.91  | 2520.01        | 429296   | cosoco       | 2.0                              
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2519.99  | 2520.01        | 235840   | BTD          | 19.07.01                         
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520     | 2520.01        | 2266516  | PicatSAT     | 2019-09-12                       
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.04  | 2519.9         | 429296   | cosoco       | 2                                
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.04  | 2511.71        | 15266332 | choco-solver | 2019-09-24                       
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.05  | 2460.33        | 10846988 | Concrete     | 3.12.3                           
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.12  | 2508.12        | 10748324 | AbsCon       | 2019-07-23                       
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.12  | 2464.92        | 10846984 | Concrete     | 3.12.2                           
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.13  | 2457.15        | 10846964 | Concrete     | 3.10                             
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.14  | 2462.83        | 10849708 | Concrete     | 3.12.2                           
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.14  | 2500.41        | 15142500 | Fun-sCOP     | order+GlueMiniSat (2019-06-15)   
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.14  | 2500.72        | 15142500 | Fun-sCOP     | hybrid+CryptoMiniSat (2019-06-15)
CSP      | XCSP17/Bibd/Bibd-sc-stab2/Bibd-sc-21-06-02.xml                                                 | UNKNOWN TO     |                    | 2520.59  | 633.98         | 15532580 | choco-solver | 2019-06-14                       
